Zipcode,variable,Confirmed_total,Confirmed_total_per_10k_pop,Confirmed_Cases,Confirmed_Cases_per_10k_pop,Vaccinated_total,vaccinated_total_per_10k_pop,vaccinated_people,vaccinated_per_10k_pop
91901,2021-02-23,1196,644.47,3,1.62,3095,1667.74,0,0
91901,2021-02-24,1199,646.08,3,1.62,3167,1706.54,72,38.8
91901,2021-02-25,1201,647.16,2,1.08,3210,1729.71,43,23.17
91901,2021-02-26,1201,647.16,0,0,3238,1744.8,28,15.09
91901,2021-02-27,1203,648.24,2,1.08,3263,1758.27,25,13.47
91901,2021-02-28,1204,648.78,1,0.54,3290,1772.82,27,14.55
91901,2021-03-01,1207,650.39,3,1.62,3327,1792.76,37,19.94
91901,2021-03-02,1208,650.93,1,0.54,3358,1809.46,31,16.7
91901,2021-03-03,1212,653.09,4,2.16,3440,1853.65,82,44.19
91901,2021-03-04,1212,653.09,0,0,3470,1869.81,30,16.17
91901,2021-03-05,1215,654.7,3,1.62,3517,1895.14,47,25.33
91901,2021-03-06,1215,654.7,0,0,3526,1899.99,9,4.85
91901,2021-03-07,1215,654.7,0,0,3547,1911.31,21,11.32
91901,2021-03-08,1219,656.86,4,2.16,3571,1924.24,24,12.93
91901,2021-03-09,1220,657.4,1,0.54,3650,1966.81,79,42.57
91901,2021-03-10,1221,657.94,1,0.54,3725,2007.22,75,40.41
91901,2021-03-11,1223,659.01,2,1.08,3771,2032.01,46,24.79
91901,2021-03-12,1225,660.09,2,1.08,3831,2064.34,60,32.33
91901,2021-03-13,1225,660.09,0,0,3903,2103.14,72,38.8
91901,2021-03-14,1225,660.09,0,0,3925,2114.99,22,11.85
91901,2021-03-15,1226,660.63,1,0.54,3963,2135.47,38,20.48
91901,2021-03-16,1229,662.25,3,1.62,4015,2163.49,52,28.02
91901,2021-03-17,1229,662.25,0,0,4081,2199.05,66,35.56
91901,2021-03-18,1230,662.79,1,0.54,4146,2234.08,65,35.03
91901,2021-03-19,1230,662.79,0,0,4200,2263.17,54,29.1
91901,2021-03-20,1231,663.33,1,0.54,4259,2294.97,59,31.79
91901,2021-03-21,1232,663.86,1,0.54,4305,2319.75,46,24.79
91901,2021-03-22,1235,665.48,3,1.62,4337,2337,32,17.24
91901,2021-03-23,1234,664.94,0,0,4390,2365.56,53,28.56
91901,2021-03-24,1235,665.48,1,0.54,4429,2386.57,39,21.02
91901,2021-03-25,1241,668.71,6,3.23,4478,2412.98,49,26.4
91901,2021-03-26,1242,669.25,1,0.54,4517,2433.99,39,21.02
91901,2021-03-27,1243,669.79,1,0.54,4566,2460.39,49,26.4
91901,2021-03-28,1246,671.41,3,1.62,4589,2472.79,23,12.39
91901,2021-03-29,1249,673.03,3,1.62,4620,2489.49,31,16.7
91901,2021-03-30,1249,673.03,0,0,4620,2489.49,0,0
91901,2021-03-31,1250,673.56,1,0.54,4750,2559.54,130,70.05
91901,2021-04-01,1253,675.18,3,1.62,4866,2622.05,116,62.51
91901,2021-04-02,1255,676.26,2,1.08,4930,2656.54,64,34.49
91901,2021-04-03,1255,676.26,0,0,5016,2702.88,86,46.34
91901,2021-04-04,1256,676.8,1,0.54,5096,2745.99,80,43.11
91901,2021-04-05,1258,677.87,2,1.08,5124,2761.07,28,15.09
91901,2021-04-06,1261,679.49,3,1.62,5149,2774.54,25,13.47
91901,2021-04-07,1264,681.11,3,1.62,5305,2858.61,156,84.06
91901,2021-04-08,1269,683.8,5,2.69,5390,2904.41,85,45.8
91901,2021-04-09,1271,684.88,2,1.08,5470,2947.52,80,43.11
91901,2021-04-10,1273,685.96,2,1.08,5521,2975,51,27.48
91901,2021-04-11,1274,686.5,1,0.54,5607,3021.34,86,46.34
91901,2021-04-12,1274,686.5,0,0,5591,3012.72,0,0
91901,2021-04-13,1274,686.5,0,0,5699,3070.91,108,58.2
91901,2021-04-14,1275,687.04,1,0.54,5758,3102.71,59,31.79
91901,2021-04-15,1279,689.19,4,2.16,5835,3144.2,77,41.49
91901,2021-04-16,1280,689.73,1,0.54,5915,3187.3,80,43.11
91901,2021-04-17,1282,690.81,2,1.08,5947,3204.55,32,17.24
91901,2021-04-18,1282,690.81,0,0,5961,3212.09,14,7.54
91901,2021-04-19,1283,691.35,1,0.54,5977,3220.71,16,8.62
91901,2021-04-20,1283,691.35,0,0,6018,3242.81,41,22.09
91901,2021-04-21,1283,691.35,0,0,6066,3268.67,48,25.86
91901,2021-04-22,1276,687.57,0,0,6123,3299.39,57,30.71
91901,2021-04-23,1277,688.11,1,0.54,6168,3323.63,45,24.25
91901,2021-04-24,1277,688.11,0,0,6225,3354.35,57,30.71
91901,2021-04-25,1277,688.11,0,0,6260,3373.21,35,18.86
91901,2021-04-26,1281,690.27,4,2.16,6270,3378.6,10,5.39
91901,2021-04-27,1282,690.81,1,0.54,6345,3419.01,75,40.41
91901,2021-04-28,1283,691.35,1,0.54,6390,3443.26,45,24.25
91901,2021-04-29,1285,692.42,2,1.08,6453,3477.21,63,33.95
91901,2021-04-30,1285,692.42,0,0,6506,3505.77,53,28.56
91901,2021-05-01,1285,692.42,0,0,6537,3522.47,31,16.7
91901,2021-05-02,1288,694.04,3,1.62,6550,3529.48,13,7.01
91901,2021-05-03,1289,694.58,1,0.54,6566,3538.1,16,8.62
91901,2021-05-04,1289,694.58,0,0,6631,3573.12,65,35.03
91901,2021-05-05,1291,695.66,2,1.08,6685,3602.22,54,29.1
91901,2021-05-06,1292,696.2,1,0.54,6724,3623.24,39,21.02
91901,2021-05-07,1293,696.73,1,0.54,6766,3645.87,42,22.63
91901,2021-05-08,1295,697.81,2,1.08,6811,3670.12,45,24.25
91901,2021-05-09,1300,700.51,5,2.69,6848,3690.05,37,19.94
91901,2021-05-10,1302,701.58,2,1.08,6855,3693.82,7,3.77
91901,2021-05-11,1302,701.58,0,0,6901,3718.61,46,24.79
91901,2021-05-12,1303,702.12,1,0.54,6936,3737.47,35,18.86
91901,2021-05-13,1303,702.12,0,0,6973,3757.41,37,19.94
91901,2021-05-14,1306,703.74,3,1.62,7012,3778.42,39,21.02
91901,2021-05-15,1306,703.74,0,0,7051,3799.44,39,21.02
91901,2021-05-16,1307,704.28,1,0.54,7091,3820.99,40,21.55
91901,2021-05-17,1308,704.82,1,0.54,7097,3824.23,6,3.23
91901,2021-05-18,1308,704.82,0,0,7146,3850.63,49,26.4
91901,2021-05-19,1310,705.9,2,1.08,7176,3866.8,30,16.17
91901,2021-05-20,1309,705.36,0,0,7237,3899.67,61,32.87
91901,2021-05-21,1310,705.9,1,0.54,7295,3930.92,58,31.25
91901,2021-05-22,1310,705.9,0,0,7330,3949.78,35,18.86
91901,2021-05-23,1310,705.9,0,0,7343,3956.78,13,7.01
91901,2021-05-24,1310,705.9,0,0,7352,3961.63,9,4.85
91901,2021-05-25,1311,706.43,1,0.54,7393,3983.73,41,22.09
91901,2021-05-26,1312,706.97,1,0.54,7412,3993.96,19,10.24
91901,2021-05-27,1313,707.51,1,0.54,7450,4014.44,38,20.48
91901,2021-05-28,1313,707.51,0,0,7473,4026.83,23,12.39
91901,2021-05-29,1312,706.97,0,0,7494,4038.15,21,11.32
91901,2021-05-30,1312,706.97,0,0,7494,4038.15,0,0
91901,2021-05-31,1312,706.97,0,0,7518,4051.08,24,12.93
91901,2021-06-01,1312,706.97,0,0,7529,4057.01,11,5.93
91901,2021-06-02,1313,707.51,1,0.54,7598,4094.19,69,37.18
91901,2021-06-03,1316,709.13,3,1.62,7712,4155.62,114,61.43
91901,2021-06-04,1317,709.67,1,0.54,7730,4165.32,18,9.7
91901,2021-06-05,1317,709.67,0,0,7746,4173.94,16,8.62
91901,2021-06-06,1317,709.67,0,0,7817,4212.2,71,38.26
91901,2021-06-07,1319,710.74,2,1.08,7830,4219.2,13,7.01
91901,2021-06-08,1319,710.74,0,0,7849,4229.44,19,10.24
91901,2021-06-09,1319,710.74,0,0,7879,4245.61,30,16.17
91901,2021-06-10,1319,710.74,0,0,7893,4253.15,14,7.54
91901,2021-06-11,1319,710.74,0,0,7903,4258.54,10,5.39
91901,2021-06-12,1319,710.74,0,0,7917,4266.08,14,7.54
91901,2021-06-13,1320,711.28,1,0.54,7923,4269.32,6,3.23
91901,2021-06-14,1321,711.82,1,0.54,7935,4275.78,12,6.47
91901,2021-06-15,1321,711.82,0,0,7952,4284.94,17,9.16
91901,2021-06-16,1321,711.82,0,0,7952,4284.94,0,0
91901,2021-06-17,1321,711.82,0,0,7988,4304.34,36,19.4
91901,2021-06-18,1323,712.9,2,1.08,7999,4310.27,11,5.93
91901,2021-06-19,1323,712.9,0,0,8009,4315.66,10,5.39
91901,2021-06-20,1325,713.98,2,1.08,8022,4322.66,13,7.01
91901,2021-06-21,1325,713.98,0,0,8025,4324.28,3,1.62
91901,2021-06-22,1325,713.98,0,0,8044,4334.52,19,10.24
91901,2021-06-23,1326,714.52,1,0.54,8054,4339.91,10,5.39
91901,2021-06-24,1327,715.06,1,0.54,8069,4347.99,15,8.08
91901,2021-06-25,1328,715.59,1,0.54,8080,4353.92,11,5.93
91901,2021-06-26,1329,716.13,1,0.54,8100,4364.69,20,10.78
91901,2021-06-27,1329,716.13,0,0,8108,4369.01,8,4.31
91901,2021-06-28,1331,717.21,2,1.08,8113,4371.7,5,2.69
91901,2021-06-29,1331,717.21,0,0,8140,4386.25,27,14.55
91901,2021-07-06,1340,722.06,9,4.85,8211,4424.51,71,38.26
91901,2021-07-13,1348,726.37,8,4.31,8293,4468.69,82,44.19
91901,2021-07-20,1365,735.53,17,9.16,8349,4498.87,56,30.18
91901,2021-07-27,1398,753.31,33,17.78,8481,4570,132,71.13
91901,2021-08-03,1448,780.26,50,26.94,8621,4645.44,140,75.44
91901,2021-08-10,1499,807.74,51,27.48,8764,4722.49,143,77.06
91901,2021-08-17,1549,834.68,50,26.94,8887,4788.77,123,66.28
91901,2021-08-24,1627,876.71,78,42.03,9017,4858.82,130,70.05
91901,2021-08-31,1693,912.28,66,35.56,9142,4926.18,125,67.36
91901,2021-09-07,1743,939.22,50,26.94,9207,4961.2,65,35.03
91901,2021-09-14,1799,969.39,56,30.18,9319,5021.55,112,60.35
91901,2021-09-21,1827,984.48,28,15.09,9399,5064.66,80,43.11
91901,2021-09-28,1855,999.57,28,15.09,9450,5092.14,51,27.48
91901,2021-10-05,1885,1015.73,30,16.17,9511,5125.01,61,32.87
91901,2021-10-12,1915,1031.9,30,16.17,9552,5147.11,41,22.09
91901,2021-10-19,1940,1045.37,25,13.47,9600,5172.97,48,25.86
91901,2021-10-26,1965,1058.84,25,13.47,9654,5202.07,54,29.1
91901,2021-11-02,1982,1068,17,9.16,9718,5236.56,64,34.49
91901,2021-11-09,1992,1073.39,10,5.39,9804,5282.9,86,46.34
91901,2021-11-16,2016,1086.32,24,12.93,9844,5304.45,40,21.55
91901,2021-11-23,2041,1099.8,25,13.47,9912,5341.09,68,36.64
91901,2021-11-30,2057,1108.42,16,8.62,9974,5374.5,62,33.41
91901,2021-12-07,2077,1119.19,20,10.78,10039,5409.53,65,35.03
91901,2021-12-14,2102,1132.67,25,13.47,10082,5432.7,43,23.17
91901,2021-12-21,2132,1148.83,30,16.17,10150,5469.34,68,36.64
91901,2021-12-28,2215,1193.56,83,44.72,10200,5496.28,50,26.94
91901,2022-01-04,2352,1267.38,137,73.82,10257,5527,57,30.71
91901,2022-01-11,2678,1443.04,326,175.67,10324,5563.1,67,36.1
91901,2022-01-18,2867,1544.89,189,101.84,10368,5586.81,44,23.71
91901,2022-01-25,3171,1708.7,304,163.81,10428,5619.14,60,32.33
91901,2022-02-01,3333,1795.99,162,87.29,10489,5652.01,61,32.87
91901,2022-02-08,3407,1835.87,74,39.87,10503,5659.55,14,7.54
91901,2022-02-15,3443,1855.26,36,19.4,10528,5673.03,25,13.47
91901,2022-02-22,3484,1877.36,41,22.09,10552,5685.96,24,12.93
91901,2022-03-01,3501,1886.52,17,9.16,10566,5693.5,14,7.54
91901,2022-03-08,3515,1894.06,14,7.54,10588,5705.36,22,11.85
91901,2022-03-15,3520,1896.76,5,2.69,10599,5711.28,11,5.93
91901,2022-03-22,0,0,0,0,10608,5716.13,9,4.85
91901,2022-03-29,3550,1912.92,3550,1912.92,10614,5719.37,6,3.23
91901,2022-04-05,3556,1916.15,6,3.23,10627,5726.37,13,7.01
91901,2022-04-12,3570,1923.7,14,7.54,10639,5732.84,12,6.47
91901,2022-04-19,3574,1925.85,4,2.16,10667,5747.93,28,15.09
91901,2022-04-26,3582,1930.16,8,4.31,10653,5740.38,0,0
91901,2022-05-03,3597,1938.25,15,8.08,10665,5746.85,12,6.47
91901,2022-05-10,3618,1949.56,21,11.32,10682,5756.01,17,9.16
91901,2022-05-17,3636,1959.26,18,9.7,10692,5761.4,10,5.39
91901,2022-05-24,3664,1974.35,28,15.09,10704,5767.86,12,6.47
91901,2022-06-01,3694,1990.52,30,16.17,10711,5771.63,7,3.77
91901,2022-06-08,3726,2007.76,32,17.24,10715,5773.79,4,2.16
91901,2022-06-15,3768,2030.39,42,22.63,10721,5777.02,6,3.23
91901,2022-06-22,3793,2043.86,25,13.47,10730,5781.87,9,4.85
91901,2022-06-29,3820,2058.41,27,14.55,10749,5792.11,19,10.24
91901,2022-07-06,3864,2082.12,44,23.71,10773,5805.04,24,12.93
91901,2022-07-13,3914,2109.06,50,26.94,10776,5806.66,3,1.62
91901,2022-07-20,0,0,0,0,10766,5801.27,0,0
91901,2022-07-27,4005,2158.1,4005,2158.1,10776,5806.66,10,5.39
91901,2022-08-03,4047,2180.73,42,22.63,10785,5811.51,9,4.85
91901,2022-08-10,4082,2199.59,35,18.86,10790,5814.2,5,2.69
91901,2022-08-17,4082,2199.59,0,0,10796,5817.44,6,3.23
91901,2022-08-24,4114,2216.83,32,17.24,10801,5820.13,5,2.69
91901,2022-08-31,4124,2222.22,10,5.39,10818,5829.29,17,9.16
91901,2022-09-07,4151,2236.77,27,14.55,10824,5832.53,6,3.23
91901,2022-09-14,4159,2241.08,8,4.31,10838,5840.07,14,7.54
91901,2022-09-21,4168,2245.93,9,4.85,10861,5852.46,23,12.39
91902,2021-02-23,1264,627.67,0,0,4463,2216.21,0,0
91902,2021-02-24,1266,628.66,2,0.99,4531,2249.98,68,33.77
91902,2021-02-25,1268,629.66,2,0.99,4580,2274.31,49,24.33
91902,2021-02-26,1269,630.15,1,0.5,4650,2309.07,70,34.76
91902,2021-02-27,1269,630.15,0,0,4712,2339.86,62,30.79
91902,2021-02-28,1273,632.14,4,1.99,4782,2374.62,70,34.76
91902,2021-03-01,1274,632.63,1,0.5,4876,2421.29,94,46.68
91902,2021-03-02,1273,632.14,0,0,4968,2466.98,92,45.68
91902,2021-03-03,1274,632.63,1,0.5,5065,2515.15,97,48.17
91902,2021-03-04,1276,633.63,2,0.99,5129,2546.93,64,31.78
91902,2021-03-05,1278,634.62,2,0.99,5206,2585.16,77,38.24
91902,2021-03-06,1279,635.12,1,0.5,5221,2592.61,15,7.45
91902,2021-03-07,1281,636.11,2,0.99,5263,2613.47,42,20.86
91902,2021-03-08,1284,637.6,3,1.49,5330,2646.74,67,33.27
91902,2021-03-09,1286,638.59,2,0.99,5448,2705.33,118,58.6
91902,2021-03-10,1291,641.08,5,2.48,5560,2760.95,112,55.62
91902,2021-03-11,1293,642.07,2,0.99,5614,2787.76,54,26.81
91902,2021-03-12,1294,642.57,1,0.5,5676,2818.55,62,30.79
91902,2021-03-13,1295,643.06,1,0.5,5789,2874.66,113,56.11
91902,2021-03-14,1300,645.55,5,2.48,5835,2897.51,46,22.84
91902,2021-03-15,1303,647.04,3,1.49,5888,2923.83,53,26.32
91902,2021-03-16,1306,648.53,3,1.49,5954,2956.6,66,32.77
91902,2021-03-17,1307,649.02,1,0.5,6067,3012.71,113,56.11
91902,2021-03-18,1308,649.52,1,0.5,6165,3061.38,98,48.66
91902,2021-03-19,1309,650.01,1,0.5,6241,3099.12,76,37.74
91902,2021-03-20,1310,650.51,1,0.5,6346,3151.26,105,52.14
91902,2021-03-21,1312,651.5,2,0.99,6416,3186.02,70,34.76
91902,2021-03-22,1314,652.5,2,0.99,6466,3210.85,50,24.83
91902,2021-03-23,1315,652.99,1,0.5,6561,3258.02,95,47.17
91902,2021-03-24,1316,653.49,1,0.5,6637,3295.76,76,37.74
91902,2021-03-25,1317,653.99,1,0.5,6704,3329.03,67,33.27
91902,2021-03-26,1318,654.48,1,0.5,6783,3368.26,79,39.23
91902,2021-03-27,1318,654.48,0,0,6843,3398.05,60,29.79
91902,2021-03-28,1319,654.98,1,0.5,6888,3420.4,45,22.35
91902,2021-03-29,1319,654.98,0,0,6931,3441.75,43,21.35
91902,2021-03-30,1319,654.98,0,0,6931,3441.75,0,0
91902,2021-03-31,1323,656.97,4,1.99,7100,3525.67,169,83.92
91902,2021-04-01,1326,658.46,3,1.49,7274,3612.08,174,86.4
91902,2021-04-02,1326,658.46,0,0,7400,3674.64,126,62.57
91902,2021-04-03,1327,658.95,1,0.5,7510,3729.27,110,54.62
91902,2021-04-04,1330,660.44,3,1.49,7598,3772.97,88,43.7
91902,2021-04-05,1331,660.94,1,0.5,7630,3788.86,32,15.89
91902,2021-04-06,1331,660.94,0,0,7745,3845.96,115,57.11
91902,2021-04-07,1332,661.44,1,0.5,7920,3932.86,175,86.9
91902,2021-04-08,1336,663.42,4,1.99,8034,3989.47,114,56.61
91902,2021-04-09,1339,664.91,3,1.49,8192,4067.93,158,78.46
91902,2021-04-10,1338,664.42,0,0,8304,4123.55,112,55.62
91902,2021-04-11,1337,663.92,0,0,8508,4224.85,204,101.3
91902,2021-04-12,1339,664.91,2,0.99,8424,4183.14,0,0
91902,2021-04-13,1340,665.41,1,0.5,8534,4237.76,110,54.62
91902,2021-04-14,1342,666.4,2,0.99,8606,4273.51,72,35.75
91902,2021-04-15,1343,666.9,1,0.5,8708,4324.16,102,50.65
91902,2021-04-16,1345,667.89,2,0.99,8796,4367.86,88,43.7
91902,2021-04-17,1346,668.39,1,0.5,8881,4410.07,85,42.21
91902,2021-04-18,1349,669.88,3,1.49,8952,4445.33,71,35.26
91902,2021-04-19,1351,670.87,2,0.99,8980,4459.23,28,13.9
91902,2021-04-20,1353,671.86,2,0.99,9047,4492.5,67,33.27
91902,2021-04-21,1354,672.36,1,0.5,9129,4533.22,82,40.72
91902,2021-04-22,1357,673.85,3,1.49,9239,4587.84,110,54.62
91902,2021-04-23,1358,674.35,1,0.5,9326,4631.05,87,43.2
91902,2021-04-24,1360,675.34,2,0.99,9386,4660.84,60,29.79
91902,2021-04-25,1363,676.83,3,1.49,9430,4682.69,44,21.85
91902,2021-04-26,1362,676.33,0,0,9450,4692.62,20,9.93
91902,2021-04-27,1363,676.83,1,0.5,9518,4726.39,68,33.77
91902,2021-04-28,1362,676.33,0,0,9572,4753.2,54,26.81
91902,2021-04-29,1366,678.32,4,1.99,9637,4785.48,65,32.28
91902,2021-04-30,1373,681.8,7,3.48,9707,4820.24,70,34.76
91902,2021-05-01,1373,681.8,0,0,9760,4846.56,53,26.32
91902,2021-05-02,1372,681.3,0,0,9775,4854.01,15,7.45
91902,2021-05-03,1372,681.3,0,0,9803,4867.91,28,13.9
91902,2021-05-04,1374,682.29,2,0.99,9869,4900.69,66,32.77
91902,2021-05-05,1374,682.29,0,0,9939,4935.45,70,34.76
91902,2021-05-06,1376,683.29,2,0.99,9995,4963.25,56,27.81
91902,2021-05-07,1377,683.78,1,0.5,10067,4999.01,72,35.75
91902,2021-05-08,1378,684.28,1,0.5,10109,5019.86,42,20.86
91902,2021-05-09,1383,686.76,5,2.48,10153,5041.71,44,21.85
91902,2021-05-10,1383,686.76,0,0,10179,5054.62,26,12.91
91902,2021-05-11,1384,687.26,1,0.5,10202,5066.04,23,11.42
91902,2021-05-12,1385,687.75,1,0.5,10237,5083.42,35,17.38
91902,2021-05-13,1387,688.75,2,0.99,10304,5116.69,67,33.27
91902,2021-05-14,1388,689.24,1,0.5,10373,5150.96,69,34.26
91902,2021-05-15,1388,689.24,0,0,10427,5177.77,54,26.81
91902,2021-05-16,1390,690.24,2,0.99,10474,5201.11,47,23.34
91902,2021-05-17,1390,690.24,0,0,10503,5215.51,29,14.4
91902,2021-05-18,1390,690.24,0,0,10579,5253.25,76,37.74
91902,2021-05-19,1390,690.24,0,0,10608,5267.65,29,14.4
91902,2021-05-20,1391,690.73,1,0.5,10671,5298.94,63,31.28
91902,2021-05-21,1391,690.73,0,0,10754,5340.15,83,41.22
91902,2021-05-22,1391,690.73,0,0,10817,5371.44,63,31.28
91902,2021-05-23,1391,690.73,0,0,10860,5392.79,43,21.35
91902,2021-05-24,1391,690.73,0,0,10888,5406.69,28,13.9
91902,2021-05-25,1393,691.73,2,0.99,10911,5418.12,23,11.42
91902,2021-05-26,1393,691.73,0,0,10971,5447.91,60,29.79
91902,2021-05-27,1393,691.73,0,0,10996,5460.32,25,12.41
91902,2021-05-28,1394,692.22,1,0.5,11071,5497.57,75,37.24
91902,2021-05-29,1393,691.73,0,0,11105,5514.45,34,16.88
91902,2021-05-30,1393,691.73,0,0,11105,5514.45,0,0
91902,2021-05-31,1394,692.22,1,0.5,11137,5530.34,32,15.89
91902,2021-06-01,1395,692.72,1,0.5,11149,5536.3,12,5.96
91902,2021-06-02,1395,692.72,0,0,11278,5600.36,129,64.06
91902,2021-06-03,1396,693.22,1,0.5,11437,5679.31,159,78.96
91902,2021-06-04,1399,694.71,3,1.49,11459,5690.24,22,10.92
91902,2021-06-05,1399,694.71,0,0,11486,5703.64,27,13.41
91902,2021-06-06,1399,694.71,0,0,11593,5756.78,107,53.13
91902,2021-06-07,1399,694.71,0,0,11608,5764.23,15,7.45
91902,2021-06-08,1399,694.71,0,0,11637,5778.63,29,14.4
91902,2021-06-09,1400,695.2,1,0.5,11663,5791.54,26,12.91
91902,2021-06-10,1400,695.2,0,0,11687,5803.46,24,11.92
91902,2021-06-11,1400,695.2,0,0,11699,5809.42,12,5.96
91902,2021-06-12,1400,695.2,0,0,11719,5819.35,20,9.93
91902,2021-06-13,1400,695.2,0,0,11729,5824.31,10,4.97
91902,2021-06-14,1401,695.7,1,0.5,11742,5830.77,13,6.46
91902,2021-06-15,1400,695.2,0,0,11784,5851.62,42,20.86
91902,2021-06-16,1402,696.2,2,0.99,11784,5851.62,0,0
91902,2021-06-17,1404,697.19,2,0.99,11818,5868.51,34,16.88
91902,2021-06-18,1405,697.69,1,0.5,11846,5882.41,28,13.9
91902,2021-06-19,1406,698.18,1,0.5,11864,5891.35,18,8.94
91902,2021-06-20,1406,698.18,0,0,11879,5898.8,15,7.45
91902,2021-06-21,1406,698.18,0,0,11894,5906.25,15,7.45
91902,2021-06-22,1406,698.18,0,0,11912,5915.19,18,8.94
91902,2021-06-23,1406,698.18,0,0,11941,5929.59,29,14.4
91902,2021-06-24,1406,698.18,0,0,11973,5945.48,32,15.89
91902,2021-06-25,1406,698.18,0,0,12001,5959.38,28,13.9
91902,2021-06-26,1406,698.18,0,0,12017,5967.33,16,7.95
91902,2021-06-27,1406,698.18,0,0,12029,5973.28,12,5.96
91902,2021-06-28,1406,698.18,0,0,12037,5977.26,8,3.97
91902,2021-06-29,1406,698.18,0,0,12054,5985.7,17,8.44
91902,2021-07-06,1418,704.14,12,5.96,12141,6028.9,87,43.2
91902,2021-07-13,1430,710.1,12,5.96,12265,6090.48,124,61.58
91902,2021-07-20,1451,720.53,21,10.43,12375,6145.1,110,54.62
91902,2021-07-27,1482,735.92,31,15.39,12523,6218.59,148,73.49
91902,2021-08-03,1502,745.85,20,9.93,12654,6283.64,131,65.05
91902,2021-08-10,1543,766.21,41,20.36,12813,6362.6,159,78.96
91902,2021-08-17,1614,801.47,71,35.26,12964,6437.58,151,74.98
91902,2021-08-24,1658,823.32,44,21.85,13095,6502.63,131,65.05
91902,2021-08-31,1700,844.18,42,20.86,13226,6567.68,131,65.05
91902,2021-09-07,1732,860.07,32,15.89,13293,6600.95,67,33.27
91902,2021-09-14,1760,873.97,28,13.9,13427,6667.49,134,66.54
91902,2021-09-21,1775,881.42,15,7.45,13538,6722.61,111,55.12
91902,2021-09-28,1796,891.85,21,10.43,13600,6753.4,62,30.79
91902,2021-10-05,1818,902.77,22,10.92,13691,6798.59,91,45.19
91902,2021-10-12,1828,907.74,10,4.97,13789,6847.25,98,48.66
91902,2021-10-19,1850,918.66,22,10.92,13861,6883.01,72,35.75
91902,2021-10-26,1875,931.08,25,12.41,13931,6917.77,70,34.76
91902,2021-11-02,1887,937.03,12,5.96,14055,6979.34,124,61.58
91902,2021-11-09,1905,945.97,18,8.94,14175,7038.93,120,59.59
91902,2021-11-16,1924,955.41,19,9.43,14369,7135.27,194,96.34
91902,2021-11-23,1941,963.85,17,8.44,14526,7213.23,157,77.96
91902,2021-11-30,1951,968.82,10,4.97,14648,7273.81,122,60.58
91902,2021-12-07,1980,983.22,29,14.4,14801,7349.79,153,75.98
91902,2021-12-14,1997,991.66,17,8.44,14929,7413.35,128,63.56
91902,2021-12-21,2033,1009.53,36,17.88,15063,7479.89,134,66.54
91902,2021-12-28,2142,1063.66,109,54.13,15211,7553.38,148,73.49
91902,2022-01-04,2410,1196.74,268,133.08,15337,7615.95,126,62.57
91902,2022-01-11,2868,1424.17,458,227.43,15498,7695.9,161,79.95
91902,2022-01-18,3162,1570.17,294,145.99,15604,7748.54,106,52.64
91902,2022-01-25,3451,1713.68,289,143.51,15697,7794.72,93,46.18
91902,2022-02-01,3577,1776.24,126,62.57,15795,7843.38,98,48.66
91902,2022-02-08,3667,1820.94,90,44.69,15881,7886.09,86,42.71
91902,2022-02-15,3735,1854.7,68,33.77,15931,7910.91,50,24.83
91902,2022-02-22,3765,1869.6,30,14.9,15985,7937.73,54,26.81
91902,2022-03-01,3795,1884.5,30,14.9,16035,7962.56,50,24.83
91902,2022-03-08,3806,1889.96,11,5.46,16059,7974.48,24,11.92
91902,2022-03-15,3822,1897.9,16,7.95,16086,7987.88,27,13.41
91902,2022-03-22,0,0,0,0,16139,8014.2,53,26.32
91902,2022-03-29,3837,1905.35,3837,1905.35,16156,8022.64,17,8.44
91902,2022-04-05,3848,1910.82,11,5.46,16171,8030.09,15,7.45
91902,2022-04-12,3860,1916.77,12,5.96,16191,8040.02,20,9.93
91902,2022-04-19,3871,1922.24,11,5.46,16212,8050.45,21,10.43
91902,2022-04-26,3893,1933.16,22,10.92,16060,7974.97,0,0
91902,2022-05-03,3909,1941.11,16,7.95,16121,8005.26,61,30.29
91902,2022-05-10,3943,1957.99,34,16.88,16125,8007.25,4,1.99
91902,2022-05-17,3973,1972.89,30,14.9,16153,8021.15,28,13.9
91902,2022-05-24,4032,2002.18,59,29.3,16167,8028.11,14,6.95
91902,2022-06-01,4111,2041.41,79,39.23,16178,8033.57,11,5.46
91902,2022-06-08,4164,2067.73,53,26.32,16178,8033.57,0,0
91902,2022-06-15,4218,2094.55,54,26.81,16183,8036.05,5,2.48
91902,2022-06-22,4265,2117.89,47,23.34,16218,8053.43,35,17.38
91902,2022-06-29,4313,2141.72,48,23.84,16232,8060.38,14,6.95
91902,2022-07-06,4373,2171.52,60,29.79,16268,8078.26,36,17.88
91902,2022-07-13,4428,2198.83,55,27.31,16341,8114.51,73,36.25
91902,2022-07-20,0,0,0,0,16323,8105.57,0,0
91902,2022-07-27,4565,2266.86,4565,2266.86,16341,8114.51,18,8.94
91902,2022-08-03,4618,2293.18,53,26.32,16328,8108.05,0,0
91902,2022-08-10,4665,2316.52,47,23.34,16320,8104.08,0,0
91902,2022-08-17,4665,2316.52,0,0,16328,8108.05,8,3.97
91902,2022-08-24,4732,2349.79,67,33.27,16334,8111.03,6,2.98
91902,2022-08-31,4748,2357.73,16,7.95,16344,8116,10,4.97
91902,2022-09-07,4763,2365.18,15,7.45,16354,8120.97,10,4.97
