geoid,period,% White,% Black,% Asian,% Hispanic,% Owner occupied housing,% Foreign born,% Bachelor's degree,% Graduate or professional degree,% High school graduate or higher,% Service occupations,% Manufacturing,"% Management, business, science, and arts occupations","% Natural resources, construction, and maintenance occupations","% Production, transportation, and material moving occupations",% Poverty
17031271500,2018,5.4,90.3,0,1.2,34,0,9.9,5,86.9,20.8,6.7,26.1,4.2,22.5,31.7
17031230600,2018,21.7,22.4,0,72.4,26.5,22.9,8.6,3.9,69.2,27,10,15.4,6.7,27.2,23
17031221500,2018,83,7.1,7.1,24.3,32.8,20.7,38,15.5,91.7,21.2,13.2,46,6.1,11,5.3
17031230100,2018,55.1,16.4,3.8,47.2,32.9,15.5,26.4,13.2,86,19.8,8.4,41.1,1.5,15.9,28
17031240300,2018,83,4.4,6.4,4.4,50.3,12.8,49.2,35.8,97.9,7.8,6.5,75.3,1,2.3,3.3
17031241300,2018,70,9.5,1.8,18,48,7.1,39.2,35.9,96.2,3.9,7,71.1,0.9,1.5,7.6
17031241500,2018,83.2,3.9,4.8,16.9,41.9,9.8,47.6,33.9,95.5,9.1,4.5,67.2,1.6,3.7,10.2
17031241600,2018,78,4,7.5,25.9,26.3,16.2,48,23.8,91.5,12.6,7.9,60.7,0,4.1,5.8
17031030300,2018,62.7,13.2,12.6,34.8,29.3,36.5,25.6,10.3,85.1,19.5,8.1,37.7,3.6,17.7,13.8
17031031200,2018,59.1,20.5,10.5,23.2,24.7,33.2,29.2,12.7,77.2,20.8,5.7,40.3,0.9,14.6,23.5
17031410900,2018,54.4,25.5,10.3,11.2,40.9,18.3,33.8,47.2,97.2,6.6,4.5,69.4,1,4.9,5.7
17031430300,2018,1.5,97.6,0.3,1.3,13.7,0,13.6,9,89.8,49.2,2.5,24.3,2.6,6.6,57.7
17031843900,2018,4.9,87.4,2.9,3.1,30,6.9,21.6,16.6,88.3,22.2,2.1,50.3,0,4.4,30.2
17031980100,2018,,,,,,,,,,,,,,,
17031980000,2018,,,,,,,,,,,,,,,
17031990000,2018,,,,,,,,,,,,,,,
17031480400,2018,2.4,96.8,0,1.8,84.6,2.4,18.5,8.3,87.6,35.3,3.9,21.8,1.4,14.1,6.4
17031520200,2018,79.2,9.2,0.2,84.4,30.5,27.4,2.6,1.6,66.6,21.1,17.1,10.1,15.3,32.5,21.4
17031520600,2018,92.8,0.3,1.1,76.1,82.4,31,7.5,3.4,76.7,24.9,15.1,24.3,12.6,19,14.5
17031560300,2018,67.4,1.2,3.4,63.5,87.8,30.9,10.6,6,77.8,21.1,9.5,34.2,6.7,14.2,15.1
17031560800,2018,75.9,2.4,0,49.9,79.7,21.4,13.1,4.7,83.6,26.1,11.3,26.8,14.9,12.3,2
17031580200,2018,45.5,1.5,9.1,84,54.4,45.8,6.9,1.3,57.5,25.1,21.4,10.6,10.2,29.2,24.4
17031580400,2018,47.3,0.3,12.1,78.9,53.5,40,9.8,4.1,68.9,19.6,18.2,20.5,13.5,30.2,13.4
17031590700,2018,47.7,2.1,15.7,69,42.7,38.5,16.4,5.6,74.1,28.8,8.7,25.7,7.3,15.1,24.9
17031610400,2018,50.6,1.2,0,97.5,26.2,42,7.3,0.9,52.5,30.9,23.7,8.3,5.5,34.4,43.2
17031610800,2018,81.1,0,2.9,27.1,50.6,3,10.6,5.4,93.9,7.9,5.5,29.5,12.8,18.1,7.7
17031612000,2018,6.6,93,0.4,5.6,44.3,1.7,4.1,3.2,80.4,31,11,17.8,0,25.5,11.9
17031612100,2018,2.6,90,0,8.2,37.3,1.6,5.3,4.4,79.8,43.1,0.9,23.9,5.3,8.8,28
17031640500,2018,80.7,0.7,2.2,49.4,73.1,14.5,15.7,6.9,88.7,23.7,12.4,34,6.2,19.3,0.7
17031800900,2018,66.4,1.4,28.9,5.3,86.5,31,31.1,42.3,97.5,8.4,8.2,63.5,3,6.6,2
17031822301,2018,88,3.3,0.8,16.2,87.9,16.5,18.3,2.9,85.8,14.3,16.9,26.5,12.7,24.9,9
17031841100,2018,5.7,3.7,88.6,2.5,44.5,69.2,16.4,7.7,59,45.7,5,24.3,0.6,11.3,28.4
17031670500,2018,7.5,71.6,0,26.6,56.6,15.2,5.3,0,80.8,22.3,14.4,4,12.1,23.7,22
17031671900,2018,4.3,88.5,0,9.5,73.4,4.5,5.2,5,75.7,31.3,12.8,20,5.9,24.4,13.3
17031681400,2018,2.3,96.5,0,2.3,59.6,1.4,5.7,1.6,78.4,29.1,4.9,14.7,15.6,21.3,28.1
17031690900,2018,0.6,95.7,0,0.3,26.7,0.2,15.8,5.6,89.4,31.5,9.1,26.4,1.6,16.3,26.2
17031691400,2018,0,97.6,0,0.3,43.8,1.6,11.8,8,89.3,39.7,4.6,18.6,2.7,15.8,13.9
17031710500,2018,2.7,92.9,0.6,3.3,31.3,1.4,11.9,4.3,89.6,37.2,6.8,20.5,1.3,24.3,25.4
17031711100,2018,2.8,97,0.3,2.8,60.4,2.9,7.3,4.2,77.4,17.2,1.7,28,1.7,23.7,9.2
17031711200,2018,0.1,98,0,0.5,62.9,0.1,14.7,7.9,87.2,21.8,2.7,29.7,3.7,19.5,13.5
17031730700,2018,1.2,94.1,0,1.6,79.4,1,14.6,8.8,86.8,31.2,1.2,29.7,10.3,2.3,18.9
17031770400,2018,77.6,3,9.2,26.1,57.1,30.4,16.2,8,91.3,14.4,17.2,23.8,12.3,20,4.9
17031802300,2018,80.2,1.1,15,5.1,62.6,20.3,37.1,41.1,98.5,2.4,7.8,71.9,1.6,5.3,2
17031802701,2018,71.8,0.5,17.7,21.8,80.1,37.1,23.9,10.8,81.2,21.1,9.7,35.6,4.6,16.4,3.3
17031802802,2018,79.1,3.2,8.4,11.5,90.9,20.1,26.8,17.3,93.3,14.3,11.7,44.7,7.7,8.2,2.8
17031809500,2018,71,10.4,15.3,7.4,44.2,22.1,30.4,47.6,95.2,7,9.2,74.6,3,6.6,4.5
17031290900,2018,0,99.7,0.3,0,26.5,0.9,6.7,3.8,76.1,31.7,16.9,16.5,5.2,15.8,41
17031310400,2018,51.6,8.6,4.9,59.4,39.3,31.7,28.1,20.9,75.5,7.5,8.9,45,6.3,12,4
17031310600,2018,43.5,4.9,2.7,71.3,22.6,25.5,21.1,13.3,66.9,37.7,2.8,33.3,3.3,9.4,23.2
17031690300,2018,3.6,95.1,0,0.4,7.1,0.8,6,2.9,79.5,34.4,6.7,13.2,2.9,22.5,58.8
17031691500,2018,1.2,96.8,0,2.2,26,1,7.3,3.2,77.1,47.1,13.1,20.6,0,20.8,35.1
17031710100,2018,2.7,96.3,0,4,17.4,1.5,7.6,2.5,77.5,38.7,0,20.3,9.2,28,47.7
17031720100,2018,61.8,34.3,0.5,4.7,94.1,3.5,30,37.4,97,20.9,3.4,55.8,1.8,4.1,0
17031720200,2018,42.7,52.5,0.5,5.1,76.6,3.8,16.6,29.3,93.2,17.5,4.7,56.6,2.2,4.4,8.5
17031720400,2018,90.8,5,0.2,4.4,94.2,2.1,27.7,19.3,97.5,24.3,3.1,33.7,12,9.4,2.4
17031720700,2018,37.1,57.4,1.5,2.6,51.3,3.7,23.8,24.3,96.5,22.8,5.3,43.3,1.5,13.6,1.7
17031140400,2018,66,0.4,18.5,29.2,68.2,32.9,24.7,14.8,83.8,20.2,8.5,38.3,10.3,10.4,5
17031140800,2018,61.2,5.5,11.5,35.2,49.3,29.5,32.8,18.6,88.1,14.8,5.6,48.3,3.3,13.6,6.7
17031150200,2018,74.9,0.7,7.3,30.9,56,25.7,27.1,12.4,88.8,20.5,6.1,34.2,8.1,12.3,9.6
17031160700,2018,76.7,3.6,10.4,41.4,45.8,32,26.6,13.9,84,22.4,2.9,38.5,4.4,17.5,9.5
17031161000,2018,81.7,2.5,2.3,35.2,55.9,11.3,34.6,20.6,94.3,9.2,7.1,48.9,3.5,8,6.1
17031170300,2018,85.2,0.4,5,39.4,63.2,37.6,20.5,11.8,88.3,22.8,15.2,28.8,10.7,15.5,7.4
17031170500,2018,85.4,0,6.8,23.6,76.6,25.1,20.6,7.3,93.9,23.7,7.4,36,7,9.3,3.8
17031171000,2018,79.2,8.3,5.5,26.3,75.1,32.2,13.2,10.5,85.9,20.3,5.7,33.5,14.4,12.8,5.4
17031812600,2018,57.3,24.7,10.5,9.9,35,14.6,33,35.1,98.3,12,4.3,60.2,0,8.6,12.9
17031813000,2018,72.6,22.7,0.3,12.6,67.3,5.6,36.3,33.2,97.1,11,5.7,60.7,2.8,6.8,1.2
17031814200,2018,35.7,3.2,0.1,89.5,43.1,39.3,7,1,64.1,24.4,19.6,7.7,12.2,32.5,16
17031811701,2018,67,1.8,2.3,74,38.1,37,12.8,2.8,69.6,22.6,20.2,7.1,7.9,40.1,12.4
17031816200,2018,64.2,13.5,3,45.7,66.8,22.9,11.9,13.4,83.3,15,9,30.7,13.2,15.3,10.3
17031813900,2018,38.3,4.4,0.7,87.9,50.4,38.6,6.3,1.1,63,28.1,22.6,12.3,10.6,32.2,16.2
17031814600,2018,61.7,10,2.6,66.5,66.4,25.7,10.3,4.1,76.9,25.8,12.1,23.2,8.1,15,16.4
17031815200,2018,47.1,4.4,2.3,72.8,58.2,33.2,17.5,3.5,77.5,17.1,15.1,20.5,10,28.2,14.8
17031816401,2018,51.8,4.1,0.2,84.1,36.1,40.6,6,2.8,66.7,19,30.2,11.3,12,37.6,14.8
17031816800,2018,54.9,28.2,3.2,35.9,79.1,17.2,13.6,8.2,82,15.5,19.1,26.9,7.8,28.7,3
17031816900,2018,14.1,71,2,26,79.9,12.9,14.1,5.3,80.2,26.3,13.3,25.5,6.8,19.5,9.7
17031351100,2018,2.3,95.7,0,0.8,6.4,2.6,11.6,3.2,75.3,25.3,3.8,27.5,1,6.3,75.5
17031380200,2018,1.1,95.7,0.5,1.4,16.3,2.6,21.9,13.8,85.7,15.3,0,49.1,2.6,1.5,28.5
17031381900,2018,4.3,88.6,0.4,3.5,35.9,2.9,17.4,10.3,87.2,22.2,1,46.4,3.7,12.3,16
17031411100,2018,73.3,5,16.6,5.7,52.7,22.5,16.6,77,98,5.2,1.1,84.3,0,0,3.6
17031420200,2018,22.4,69.1,5.6,2.8,29.2,6.8,25.7,25.9,84.6,18.9,1,48,3.6,2,29.5
17031806003,2018,43.8,0.7,51.8,12.9,58.5,65.2,27.8,11.4,88.3,25.4,9.6,32.8,6.5,17.2,3.5
17031806400,2018,91.8,0.6,4.7,19.7,88,20.3,18.6,10.9,92,17.2,13.7,38.6,10.5,8,10.4
17031806501,2018,51.4,6,28,21.4,65.4,50.2,20.2,5.5,82.3,21,26.8,22,3.6,30.2,14.1
17031750600,2018,0.7,91,0,0,69.7,2.5,11.8,7,89.2,28.2,2.8,24.6,2.9,8.2,29.2
17031310200,2018,59.3,4.8,13,43.9,41.4,21.1,32.3,17.8,85.6,11.1,10.4,52.2,4.5,12,10.7
17031691200,2018,3.3,93.7,0,0,29.4,0.7,9,3.6,89,27.2,4.2,22.6,0,11.7,28.4
17031700100,2018,12.7,67.3,0,28.7,72.6,15.3,6.9,9.4,85.2,20.2,5.6,25,4.4,20.1,9
17031710600,2018,1.1,96.7,0,0,31.6,2.9,7.1,3.9,87.8,28.3,8.4,21.2,5.3,24,27
17031711300,2018,2.9,97.1,0,2,45.3,1.7,5.2,6.7,81.5,25.3,4.8,22.2,0.2,28.7,21.3
17031730500,2018,0.3,97.4,0,0,82.3,1.1,9.9,8.9,87.6,25.9,5.9,34.3,2.1,13.3,17.7
17031770700,2018,95.3,1.2,1.4,12.2,48,20.8,16.9,10.8,90.9,23.2,6,26.7,3.9,19.3,9.2
17031804104,2018,68.9,2.3,23.7,6.9,84.3,23.1,38.8,23.5,98.4,6.7,10.8,61.6,5.1,4,1.5
17031804105,2018,82.3,0,13.4,2,99.1,14.4,38.4,23.6,97.3,5.4,9.3,52.8,3.6,7.9,2.9
17031804202,2018,75.2,0.4,18.5,7.5,82.4,21.5,33.6,30,92.1,9.9,10.2,56.8,4.7,4.1,1.5
17031804805,2018,74.6,2.7,15,14.9,91.8,19.4,27.7,12.1,94.1,12,13,42.8,10.9,7.2,2.6
17031040800,2018,80.8,3.6,5.6,13.9,41.5,12.6,34.8,28.2,90.5,11.8,5.4,63.3,0.7,6.9,2.7
17031222900,2018,72.4,11.8,0,73.4,52.6,16.5,9.9,6.5,79.4,21.4,19,22.2,2.2,28.7,10.5
17031030200,2018,82.5,6.7,3.1,11.6,48.7,7.4,28.8,32,92.2,9.5,3.1,58.5,4.2,3.1,4.1
17031061100,2018,90.9,3,5.6,2.9,38.4,7.1,54.4,33.2,99.5,6.4,3.7,65.5,0.9,3.8,3.8
17031283200,2018,44.4,25.1,22.1,9.7,41.7,16.1,35,37.1,95.1,15.8,1.4,65,2.1,2.8,9.5
17031491400,2018,2.2,96.2,0,2.1,23.8,1.4,8.8,4.5,81.6,20.1,8.1,31,6.3,22.3,28.3
17031550200,2018,88.7,4,1,55.5,82.7,11.9,14.7,6,88.8,16.8,15.2,33.7,9.8,15.2,0
17031827400,2018,9.3,80.6,1.3,16.1,48.3,5.5,5.1,1.3,83.2,36.2,2.7,21.4,7.3,15.3,22.8
17031030800,2018,81.6,4.2,9.1,13.9,44.6,14.4,32.1,41.5,92.5,15,2.1,65.8,0.5,2.6,3.2
17031050500,2018,89.8,0.6,2.9,7.5,58.3,7.5,46.9,33.3,95.6,11.2,3.4,66.8,1,1.7,1.7
17031630400,2018,54.8,1.1,0,94.1,51.6,38.8,2.7,1.1,64.2,26.5,17.4,4.7,18.3,29.4,27.1
17031670300,2018,12.1,73,0.4,22.5,45,11.9,9.9,1.6,75.9,39.1,4.1,3.5,12.2,16.8,36.7
17031681000,2018,1.2,97.1,0,0,30.8,1.3,5.9,1.9,73,34.2,12.8,27.1,4.5,19.6,39.3
17031710200,2018,4.1,95.2,0.4,1.7,31.3,0.6,7.3,3.1,85.5,36.9,3,13.3,1.9,22,24.7
17031770300,2018,86.4,1.7,6.7,13.4,69.2,19.1,19.1,8.7,93.2,13.5,11.2,32.7,6.8,14.1,2.1
17031803007,2018,81.4,1.2,12.1,7.2,84.8,25.1,36.8,20.5,93.5,13.5,16.1,50.2,5.4,11.4,0
17031816402,2018,56.2,4.2,0,79.3,40.4,33,5.4,3.1,62.2,29.5,13.8,14.6,12.9,17.5,7.9
17031351400,2018,3.5,91.7,2.7,1.7,14.7,3.8,16.1,7.1,83.6,39,12.2,17.3,0,28.2,60.6
17031421200,2018,0,96.8,0,1.2,30.6,2.9,10.6,6.3,83.3,39.1,4.6,8.4,0,19.5,24.2
17031804306,2018,63.9,1.6,3.2,46.4,79,26.3,10.4,4.1,77.7,18.9,12.8,21.9,11.6,17.5,6.4
17031804603,2018,53.2,2.8,26.2,21.8,26.8,40,31.3,13.2,93.8,18.1,14.1,48.8,3.6,11.4,7.4
17031804712,2018,63.4,7.5,17.8,13.2,71.3,26.7,26.8,15.9,95.8,11.3,17.4,46,3.7,14.4,3.3
17031804806,2018,68.8,1.9,5.6,33.8,79.3,28.3,13.7,5.9,90.8,21.2,18.3,17.3,10.7,28.2,2.7
17031804807,2018,68.3,1.5,15,21.9,85.7,23.6,19.7,6.4,89.4,11.7,15.5,38.6,8.8,15.4,4.6
17031804809,2018,81.8,3.1,12.9,0.7,89.5,17,31,15.8,95.6,10.1,13.1,46.3,5.7,11.8,2.5
17031819801,2018,95.7,1.4,0.9,5.5,93.8,4.4,43.1,37.8,99.4,5.4,3.8,68.4,2.7,2.1,0
17031820502,2018,77.4,4.2,5,21.6,67.2,28.7,10.8,6.3,78.8,17.4,15.7,29.6,13.7,21.4,11.5
17031820901,2018,85.8,4.3,1.7,34.7,60.6,30.6,8.6,2,80.6,17.9,9.4,14.8,13.7,29.3,12
17031822000,2018,95.1,1.2,0.2,16.2,82.7,7,11.4,3.8,85.7,17.1,8,22.2,12.9,9.8,5.9
17031822601,2018,91.9,1.5,1.5,21.4,93.1,18.5,21.3,8,91.9,16.9,8.9,36.7,10,12.4,3.4
17031822702,2018,82.1,10.4,1.7,13.1,76.2,15.2,22.3,6.1,89.1,18,4.8,38.2,6.6,13.1,12
17031824400,2018,59.5,34.2,0.8,15.2,48.8,6.7,7.6,3.5,88.5,20.3,8.7,25.6,13.1,25.3,8.7
17031824602,2018,86.5,3.6,5,12.9,78.7,9,17.8,6,92.9,17.1,13.4,37.5,5.7,10,11.1
17031825802,2018,6.6,87.8,0,9.1,58.8,6.6,12.6,8.2,87.4,26.2,7.9,22.1,5.4,16.5,6.7
17031827600,2018,0.9,98.2,0,0.5,71.2,1.3,9.1,10.4,89.1,14.8,13.7,30.1,4.6,35.2,24.3
17031827805,2018,18,81.5,0,3.2,91.3,1.9,16.6,12,93.9,13.2,7.4,36.8,3.8,21.3,8.9
17031828201,2018,39.9,50.4,0,11.4,62.7,5.4,20.4,8.9,93.1,17.4,11.3,39.3,6.7,15.8,3.6
17031809600,2018,48.6,40.7,3.7,19.1,76.7,19.8,25.4,22.4,86.3,23.8,5.8,46,3,8.2,9.8
17031810400,2018,95.3,0,2.8,6.7,89.3,17.3,34.8,23.6,95.6,9.8,5.1,55.9,4.8,3.3,6
17031810600,2018,85.4,1.1,10.5,15.8,54.3,52.3,24.3,10.6,87,15.9,11.6,40.3,10.4,12.7,9.2
17031810900,2018,83,6.2,4,31.4,63.7,27.7,15.5,8.3,90,17.5,10.4,30.1,15.2,6.2,6.6
17031811301,2018,85.3,2.3,1.6,68.8,81.4,25.1,12.9,2.6,75.9,16.3,24.5,20.4,8.7,30.5,8.8
17031811302,2018,58.6,8,0.5,74.2,40.7,34.1,7.2,1.9,73.3,22.4,17.6,9,11.7,24,24.6
17031812100,2018,61.3,31.2,2.6,6.6,79.9,5.5,29.7,39.3,97.1,8.7,3.3,71.7,1.3,3.4,6
17031813500,2018,36,4,1.5,89.4,46.1,47.9,9.1,1.5,62.8,15.4,25.8,9.8,12.8,36.8,9.6
17031813600,2018,26.3,1.5,1.2,95.5,48.2,42.5,7.9,1.7,65.4,25.5,16.8,14,17.5,27.4,15.5
17031829600,2018,73.2,13.5,1.5,22.3,77.7,12,8.4,4,84.1,20.9,26.3,21.7,10.4,30.4,9.3
17031829700,2018,21.3,70.4,1.3,9.2,55.9,5.5,8.6,5.1,87.2,28,12.2,26,10.1,18,26.4
17031829800,2018,47.4,50.3,0.6,4.3,88.1,5.7,24.5,34,96,16.1,4.2,55.8,2.9,4.9,3.9
17031830400,2018,32.4,58.8,0,8.4,63.5,3.6,17.9,10.1,95.1,15,17.3,30.5,8.9,23.4,12.9
17031800700,2018,88.4,0.8,8.3,3,96.8,13.5,35.9,46.6,97.6,4.5,8.7,77.3,1.3,1.2,0.6
17031802503,2018,61.8,0,24.9,11.4,70.5,49.5,30.3,18.7,94,19.2,9.3,37.9,3.3,17.1,11.3
17031801701,2018,86.7,0,11.8,3,94.3,11.5,41.3,35.9,99.5,6.1,8.9,61.5,4.4,3,0.8
17031801902,2018,87.3,2.8,7,1,90.9,11.5,41.1,28.7,96.6,10.2,5.5,53.3,4.7,1.7,1.8
17031807700,2018,67.5,2.3,24.7,16.3,63.8,47.8,34.3,12.9,89,17.7,10.3,40.5,6.7,12.7,5.7
17031390400,2018,13.9,84,0.4,2,23.7,4.8,19.6,17.5,84.8,32.7,10.6,47.4,5.3,8.4,25.1
17031420100,2018,4.6,87.1,2.4,2.1,2,3.2,8.2,11,86.5,31.6,1,33.7,1,9.4,30.9
17031420400,2018,21.6,60.4,14.9,6.1,16.9,11.8,21.2,19.8,82,11.4,0,58.5,5.6,2.1,42.1
17031431200,2018,1.1,96.1,0,0.3,64.1,1.4,23.7,14.7,88.5,23.4,6.7,35.4,4,9.3,16.9
17031460500,2018,0.6,99.4,0,0.6,51.2,1,16.2,11.1,94.2,33.3,3.3,32,3.9,7.5,1.2
17031480200,2018,1,96.3,0,1,55.3,0,18.4,5.6,88.9,26.6,3,27,5.8,19.5,19.1
17031490500,2018,4.9,90.8,0.6,1.5,71.9,3.8,24.2,15.9,94.5,15.4,3.6,39.7,1.8,11.6,13.1
17031490600,2018,1.5,96.3,2.3,0,82.6,7.7,11.5,10,82.2,7.6,9.8,32.9,6.7,23.3,17.7
17031490800,2018,1.8,96.8,0.3,0.3,69.9,1.1,12.8,6.3,89,24.7,0,17.7,4.1,14.7,19.8
17031500200,2018,1.6,96.2,0,0,33,0,12,6.3,85.1,42.1,6.4,19.6,6.9,13.2,35
17031510300,2018,0.6,99.2,0,0.4,54.4,1.7,8.6,6.8,89.6,29,3.9,30.5,8.6,11.6,21.2
17031520300,2018,83,3.3,0,86.9,69.5,30.2,6.8,2.2,62.5,21.2,19.2,19.9,11.2,27.6,28.7
17031814800,2018,48.5,14,7.9,55.5,55.2,34.7,15.8,5.9,73.7,20.4,12.9,26,2.8,24.4,5.6
17031814900,2018,63.6,16,2,61.7,34.6,23.6,14.8,5.4,74,23.9,15.6,19.9,7.8,21.9,11
17031815300,2018,56.6,1.5,5.2,57.6,73.9,26.9,13.9,11.7,80.3,13.3,18.2,30.9,12,17.9,4.7
17031815600,2018,80.1,3.1,0.7,32.3,75.8,9.8,17.3,11.1,94,14.1,16.8,33.8,8.9,23.1,9.5
17031818300,2018,29.7,49.9,0.3,32.7,65.3,12.3,9.7,3.1,83.9,24.9,14.8,18.9,4.6,27.8,4.3
17031819200,2018,78.1,1.1,2.7,52.9,75.3,22.5,9.4,7.7,89.2,21.8,11.1,26,7.3,20.4,10.2
17031820101,2018,90.9,1.3,6.1,3.5,93.5,9.8,32.8,21.9,95,7.8,9.6,63.7,4.5,4,1.7
17031800200,2018,93.2,2.5,3.8,6.9,92.9,11,34.9,51.3,98.5,4.1,4.5,71.1,1.5,2.4,0
17031800300,2018,91.2,0,3.3,4.5,84.4,8.8,39.8,47,98,4.7,8.9,65.5,2.7,4.4,1.2
17031800500,2018,94.8,0.3,2.3,3.4,90,5.9,47.3,43.8,100,4.3,8.5,70.8,1.8,1.8,2.3
17031801100,2018,89.2,0,7.2,1.8,88.2,10.4,37.3,48.2,99.6,2.9,6.5,69.2,4,4.2,0.7
17031801500,2018,87.3,5.4,6.1,0.8,79,13.8,35.7,26.9,95.6,13.9,10.1,67,0.6,3.6,0.8
17031801603,2018,63.4,9.8,21.3,20,42.3,36.7,26.9,18.7,88.7,20.2,7.9,37.8,8.5,14.9,17.7
17031801608,2018,73.3,0.3,24.9,2.4,78.9,26.5,34.7,33.9,97.2,5.7,10.1,61.7,1.2,6.5,1.4
17031801901,2018,86.6,0.5,8.6,15,83.6,23.2,31.6,26.8,95.1,15.8,6.5,48.8,4.7,5.5,5.1
17031802402,2018,68.5,3.5,10.3,32.8,65.5,39.6,21.6,12.6,84.1,21.7,13.4,37.5,6.7,17,13.7
17031803010,2018,84,1.4,9.6,10.8,89.8,14.3,33.6,20,98.1,8.3,10.5,58,2.4,8.5,2.5
17031491200,2018,5.7,87.6,0.9,4.7,66.3,4.2,11.3,10.1,91.1,18.2,9.8,23.6,4.8,19.1,21.7
17031805401,2018,80,4.3,11.3,10.7,78.4,39.5,25.2,10,84.4,24.2,4.3,36.8,5.5,12.7,7.9
17031350100,2018,8.6,42.3,42.8,3.7,0.7,52.7,32.4,37.3,99.1,6.8,5.8,63.9,0.9,6,15
17031062700,2018,94.8,0.3,1.9,5.1,55.1,4.7,45.2,36.3,96.6,7.2,6.5,64.6,2.8,3.3,0
17031803606,2018,33.9,1.3,9.5,64,30,54.3,13.3,3.5,63.1,27.2,18.3,16.9,10.8,24.5,18.9
17031801605,2018,81.9,0.1,14.6,2.6,95.4,20.9,37.4,33.5,94.8,3.1,4.5,63.3,5.7,1.7,0.8
17031670700,2018,11.2,83,0,16.9,58.7,7.7,1.9,0.6,87.5,19,6.5,6.8,14.2,34.5,26.7
17031806600,2018,74.1,0.7,11.4,28.8,91.2,22.8,19.9,10,91.5,18.4,13.3,34.9,8.8,15.3,4.6
17031251400,2018,9.4,85.9,0,5.4,23.7,1.8,10.8,6.3,80.9,31.1,5.8,31,4.4,14.8,13
17031260800,2018,2.1,94.7,0,0.4,22,0,3.8,3.9,76.8,33.2,2.2,20.5,4,19.8,41.6
17031802002,2018,83.4,2.2,10.5,6.2,91.9,17.4,27.4,24.9,97.2,15.7,8.3,51.7,3.8,4.3,2.2
17031802504,2018,69.2,1.5,9,41.6,85.7,29.7,16.3,11.3,84,21.7,13.5,29.8,5.6,16.2,3.1
17031802702,2018,75,0.6,18.6,6.8,80.8,34.1,28.1,18.3,95,9.8,11.9,56.8,5.4,6.6,6.2
17031803008,2018,83.9,1.4,8.4,6.2,89.9,16.4,39.2,20.3,96.8,10.4,13.4,54.9,2.8,7.3,1.6
17031803200,2018,94.5,0.8,4.4,6.2,84.9,11.6,30.8,19.3,96.3,11.8,15.1,54.4,4.4,8.6,0
17031803500,2018,96.3,1,2.2,0.3,80.2,5.7,36.3,23.2,96.7,8.7,10.8,57.3,4.5,6.9,5.8
17031804102,2018,83,1.1,14.5,3.7,97,17.6,37.6,27.8,96.7,7.2,11.6,65.9,1.9,5.1,0
17031824505,2018,87.9,2.7,7.2,13.3,67.8,12,16.8,11.7,94.8,12.6,10.9,38.7,9.6,13.2,4.5
17031825900,2018,33,66.1,0,22.4,62.3,15.3,13.5,2.2,87.8,22.9,12.2,15.6,4.8,27.8,16.7
17031826000,2018,45.2,48.5,0,36.1,38.2,15.6,4.3,1.2,74.1,23.8,11.4,17.7,11.9,35.8,13.8
17031190602,2018,50.1,2.7,2.9,80.3,71.4,40,10.5,3.3,65.1,22.1,19.4,12.6,9.7,29.8,8.1
17031190701,2018,52.5,0.5,1.4,85.4,34.5,41.3,7.4,2.6,61.2,28.2,17.9,11.7,11.3,31,20.2
17031190702,2018,59.3,5.7,0,84.9,30.9,40.7,6.6,3.4,57.5,17.8,21.1,12.6,9.3,35.3,26.2
17031191301,2018,46.3,3.2,4.6,89,44.7,41.3,10.8,1,60.3,22.8,18.7,10.4,9,35.2,14.4
17031191302,2018,51.1,5,0.8,87.8,48.1,38.4,6.5,2,60,25.8,19.8,16,11.7,26.8,11.2
17031200401,2018,49.4,4.2,1.7,87.3,49.2,29.7,8.3,3.2,50.4,25.4,21.4,16.4,8.2,28.8,15
17031200402,2018,46,5.4,3.5,86.6,52.1,33.5,12.9,6.1,60.4,28.4,12.6,22.7,9.2,18.3,20.8
17031210501,2018,83.3,5,0.5,59.2,23.6,41.6,16.8,9.2,70.7,18.7,7.1,27.2,17.2,16,19.6
17031210502,2018,78.5,3.6,1,67.4,35.4,35.6,16.8,9.8,77.9,24.1,11.5,33.6,6.7,17.7,29.5
17031210601,2018,73.2,0.7,4.7,63.2,41.4,35.3,28.6,8.4,74.2,16.1,11.8,34.1,11.7,13.1,6.8
17031210602,2018,72.7,4.6,4.8,56.2,42,30.6,20,15.9,81.3,20.6,6.2,42.7,7.1,10.1,14.3
17031220601,2018,78.9,10.5,0.9,41.9,33.6,11.9,31.9,21.4,91.2,17.2,3.7,56.6,2.6,2.6,11.3
17031220602,2018,83,5.7,3,42.6,24.4,8.5,33.5,15.8,90.4,12.8,8.5,51.6,3.1,10,15.6
17031220701,2018,73.6,6.4,1.5,69.1,37.8,22.9,23.6,13.8,90.3,20.3,18.4,36.1,2.5,23.7,9.8
17031220702,2018,72.3,7.2,3.4,63.7,33.4,24.1,25.6,9.5,77,22.6,15.1,32.6,4.7,18.2,12.4
17031220901,2018,66.3,11.2,0.8,67.5,34.2,19.4,17.4,8.3,73.7,24.7,13.1,23.4,8.1,14.3,28.3
17031220902,2018,85.5,0.8,0.8,80.3,41.1,25.3,14.9,8.6,79.5,27.6,12.7,28.9,5.3,17.1,13.9
17031252101,2018,2.5,93,0,3.7,18.3,0.6,11.5,6.4,81.6,32.6,6.4,22.6,0,19.1,31.9
